symbol,method,source,planned_quarters
SZ000703,query_profit_data,eastmoney_reconstructed,39
SZ000703,query_growth_data,eastmoney_reconstructed,39
SZ000708,query_profit_data,eastmoney_reconstructed,54
SZ000708,query_growth_data,eastmoney_reconstructed,54
SZ000709,query_profit_data,eastmoney_reconstructed,54
SZ000709,query_growth_data,eastmoney_reconstructed,54
SZ000712,query_profit_data,eastmoney_reconstructed,14
SZ000712,query_growth_data,eastmoney_reconstructed,14
SZ000717,query_profit_data,eastmoney_reconstructed,16
SZ000717,query_growth_data,eastmoney_reconstructed,16
SZ000718,query_profit_data,eastmoney_reconstructed,43
SZ000718,query_growth_data,eastmoney_reconstructed,43
SZ000723,query_profit_data,eastmoney_reconstructed,17
SZ000723,query_growth_data,eastmoney_reconstructed,17
SZ000725,query_profit_data,eastmoney_reconstructed,52
SZ000725,query_growth_data,eastmoney_reconstructed,52
SZ000728,query_profit_data,eastmoney_reconstructed,54
SZ000728,query_growth_data,eastmoney_reconstructed,54
SZ000729,query_profit_data,eastmoney_reconstructed,39
SZ000729,query_growth_data,eastmoney_reconstructed,39
SZ000738,query_profit_data,eastmoney_reconstructed,18
SZ000738,query_growth_data,eastmoney_reconstructed,18
SZ000750,query_profit_data,eastmoney_reconstructed,27
SZ000750,query_growth_data,eastmoney_reconstructed,27
SZ000751,query_profit_data,eastmoney_reconstructed,8
SZ000751,query_growth_data,eastmoney_reconstructed,8
SZ000755,query_profit_data,eastmoney_reconstructed,10
SZ000755,query_growth_data,eastmoney_reconstructed,10
SZ000758,query_profit_data,eastmoney_reconstructed,31
SZ000758,query_growth_data,eastmoney_reconstructed,31
SZ000761,query_profit_data,eastmoney_reconstructed,8
SZ000761,query_growth_data,eastmoney_reconstructed,8
SZ000767,query_profit_data,eastmoney_reconstructed,10
SZ000767,query_growth_data,eastmoney_reconstructed,10
SZ000768,query_profit_data,eastmoney_reconstructed,54
SZ000768,query_growth_data,eastmoney_reconstructed,54
SZ000776,query_profit_data,eastmoney_reconstructed,44
SZ000776,query_growth_data,eastmoney_reconstructed,44
SZ000778,query_profit_data,eastmoney_reconstructed,41
SZ000778,query_growth_data,eastmoney_reconstructed,41
SZ000780,query_profit_data,eastmoney_reconstructed,21
SZ000780,query_growth_data,eastmoney_reconstructed,21
SZ000783,query_profit_data,eastmoney_reconstructed,54
SZ000783,query_growth_data,eastmoney_reconstructed,54
SZ000786,query_profit_data,eastmoney_reconstructed,54
SZ000786,query_growth_data,eastmoney_reconstructed,54
SZ000792,query_profit_data,eastmoney_reconstructed,49
SZ000792,query_growth_data,eastmoney_reconstructed,49
SZ000793,query_profit_data,eastmoney_reconstructed,43
SZ000793,query_growth_data,eastmoney_reconstructed,43
SZ000800,query_profit_data,eastmoney_reconstructed,41
SZ000800,query_growth_data,eastmoney_reconstructed,41
SZ000807,query_profit_data,eastmoney_reconstructed,27
SZ000807,query_growth_data,eastmoney_reconstructed,27
SZ000822,query_profit_data,eastmoney_reconstructed,14
SZ000822,query_growth_data,eastmoney_reconstructed,14
SZ000825,query_profit_data,eastmoney_reconstructed,39
SZ000825,query_growth_data,eastmoney_reconstructed,39
SZ000826,query_profit_data,eastmoney_reconstructed,28
SZ000826,query_growth_data,eastmoney_reconstructed,28
SZ000828,query_profit_data,eastmoney_reconstructed,8
SZ000828,query_growth_data,eastmoney_reconstructed,8
SZ000829,query_profit_data,eastmoney_reconstructed,10
SZ000829,query_growth_data,eastmoney_reconstructed,10
SZ000831,query_profit_data,eastmoney_reconstructed,16
SZ000831,query_growth_data,eastmoney_reconstructed,16
SZ000839,query_profit_data,eastmoney_reconstructed,49
SZ000839,query_growth_data,eastmoney_reconstructed,49
SZ000858,query_profit_data,eastmoney_reconstructed,54
SZ000858,query_growth_data,eastmoney_reconstructed,54
SZ000860,query_profit_data,eastmoney_reconstructed,7
SZ000860,query_growth_data,eastmoney_reconstructed,7
SZ000869,query_profit_data,eastmoney_reconstructed,22
SZ000869,query_growth_data,eastmoney_reconstructed,22
SZ000876,query_profit_data,eastmoney_reconstructed,54
SZ000876,query_growth_data,eastmoney_reconstructed,54
SZ000878,query_profit_data,eastmoney_reconstructed,35
SZ000878,query_growth_data,eastmoney_reconstructed,35
SZ000883,query_profit_data,eastmoney_reconstructed,21
SZ000883,query_growth_data,eastmoney_reconstructed,21
SZ000895,query_profit_data,eastmoney_reconstructed,54
SZ000895,query_growth_data,eastmoney_reconstructed,54
SZ000897,query_profit_data,eastmoney_reconstructed,16
SZ000897,query_growth_data,eastmoney_reconstructed,16
SZ000898,query_profit_data,eastmoney_reconstructed,53
SZ000898,query_growth_data,eastmoney_reconstructed,53
SZ000900,query_profit_data,eastmoney_reconstructed,18
SZ000900,query_growth_data,eastmoney_reconstructed,18
SZ000912,query_profit_data,eastmoney_reconstructed,12
SZ000912,query_growth_data,eastmoney_reconstructed,12
SZ000917,query_profit_data,eastmoney_reconstructed,43
SZ000917,query_growth_data,eastmoney_reconstructed,43
SZ000927,query_profit_data,eastmoney_reconstructed,20
SZ000927,query_growth_data,eastmoney_reconstructed,20
SZ000930,query_profit_data,eastmoney_reconstructed,4
SZ000930,query_growth_data,eastmoney_reconstructed,4
SZ000932,query_profit_data,eastmoney_reconstructed,16
SZ000932,query_growth_data,eastmoney_reconstructed,16
SZ000933,query_profit_data,eastmoney_reconstructed,29
SZ000933,query_growth_data,eastmoney_reconstructed,29
SZ000937,query_profit_data,eastmoney_reconstructed,37
SZ000937,query_growth_data,eastmoney_reconstructed,37
SZ000938,query_profit_data,eastmoney_reconstructed,21
SZ000938,query_growth_data,eastmoney_reconstructed,21
SZ000951,query_profit_data,eastmoney_reconstructed,20
SZ000951,query_growth_data,eastmoney_reconstructed,20
SZ000959,query_profit_data,eastmoney_reconstructed,49
SZ000959,query_growth_data,eastmoney_reconstructed,49
SZ000960,query_profit_data,eastmoney_reconstructed,35
SZ000960,query_growth_data,eastmoney_reconstructed,35
SZ000961,query_profit_data,eastmoney_reconstructed,46
SZ000961,query_growth_data,eastmoney_reconstructed,46
SZ000962,query_profit_data,eastmoney_reconstructed,4
SZ000962,query_growth_data,eastmoney_reconstructed,4
SZ000963,query_profit_data,eastmoney_reconstructed,35
SZ000963,query_growth_data,eastmoney_reconstructed,35
SZ000968,query_profit_data,eastmoney_reconstructed,23
SZ000968,query_growth_data,eastmoney_reconstructed,23
SZ000969,query_profit_data,eastmoney_reconstructed,27
SZ000969,query_growth_data,eastmoney_reconstructed,27
SZ000970,query_profit_data,eastmoney_reconstructed,35
SZ000970,query_growth_data,eastmoney_reconstructed,35
SZ000977,query_profit_data,eastmoney_reconstructed,23
SZ000977,query_growth_data,eastmoney_reconstructed,23
SZ000983,query_profit_data,eastmoney_reconstructed,49
SZ000983,query_growth_data,eastmoney_reconstructed,49
SZ000997,query_profit_data,eastmoney_reconstructed,4
SZ000997,query_growth_data,eastmoney_reconstructed,4
SZ000999,query_profit_data,eastmoney_reconstructed,35
SZ000999,query_growth_data,eastmoney_reconstructed,35
SZ001965,query_profit_data,eastmoney_reconstructed,10
SZ001965,query_growth_data,eastmoney_reconstructed,10
SZ001979,query_profit_data,eastmoney_reconstructed,24
SZ001979,query_growth_data,eastmoney_reconstructed,24
SZ002001,query_profit_data,eastmoney_reconstructed,52
SZ002001,query_growth_data,eastmoney_reconstructed,52
SZ002007,query_profit_data,eastmoney_reconstructed,48
SZ002007,query_growth_data,eastmoney_reconstructed,48
SZ002008,query_profit_data,eastmoney_reconstructed,54
SZ002008,query_growth_data,eastmoney_reconstructed,54
SZ002010,query_profit_data,eastmoney_reconstructed,10
SZ002010,query_growth_data,eastmoney_reconstructed,10
SZ002024,query_profit_data,eastmoney_reconstructed,54
SZ002024,query_growth_data,eastmoney_reconstructed,54
SZ002027,query_profit_data,eastmoney_reconstructed,23
SZ002027,query_growth_data,eastmoney_reconstructed,23
SZ002028,query_profit_data,eastmoney_reconstructed,16
SZ002028,query_growth_data,eastmoney_reconstructed,16
SZ002032,query_profit_data,eastmoney_reconstructed,13
SZ002032,query_growth_data,eastmoney_reconstructed,13
SZ002038,query_profit_data,eastmoney_reconstructed,33
SZ002038,query_growth_data,eastmoney_reconstructed,33
SZ002044,query_profit_data,eastmoney_reconstructed,19
SZ002044,query_growth_data,eastmoney_reconstructed,19
SZ002049,query_profit_data,eastmoney_reconstructed,10
SZ002049,query_growth_data,eastmoney_reconstructed,10
SZ002050,query_profit_data,eastmoney_reconstructed,15
SZ002050,query_growth_data,eastmoney_reconstructed,15
SZ002051,query_profit_data,eastmoney_reconstructed,35
SZ002051,query_growth_data,eastmoney_reconstructed,35
SZ002065,query_profit_data,eastmoney_reconstructed,30
SZ002065,query_growth_data,eastmoney_reconstructed,30
SZ002069,query_profit_data,eastmoney_reconstructed,29
SZ002069,query_growth_data,eastmoney_reconstructed,29
SZ002073,query_profit_data,eastmoney_reconstructed,14
SZ002073,query_growth_data,eastmoney_reconstructed,14
SZ002074,query_profit_data,eastmoney_reconstructed,14
SZ002074,query_growth_data,eastmoney_reconstructed,14
SZ002078,query_profit_data,eastmoney_reconstructed,4
SZ002078,query_growth_data,eastmoney_reconstructed,4
SZ002081,query_profit_data,eastmoney_reconstructed,38
SZ002081,query_growth_data,eastmoney_reconstructed,38
SZ002083,query_profit_data,eastmoney_reconstructed,4
SZ002083,query_growth_data,eastmoney_reconstructed,4
SZ002085,query_profit_data,eastmoney_reconstructed,16
SZ002085,query_growth_data,eastmoney_reconstructed,16
SZ002092,query_profit_data,eastmoney_reconstructed,17
SZ002092,query_growth_data,eastmoney_reconstructed,17
SZ002097,query_profit_data,eastmoney_reconstructed,10
SZ002097,query_growth_data,eastmoney_reconstructed,10
SZ002106,query_profit_data,eastmoney_reconstructed,31
SZ002106,query_growth_data,eastmoney_reconstructed,31
SZ002110,query_profit_data,eastmoney_reconstructed,6
SZ002110,query_growth_data,eastmoney_reconstructed,6
SZ002120,query_profit_data,eastmoney_reconstructed,13
SZ002120,query_growth_data,eastmoney_reconstructed,13
SZ002122,query_profit_data,eastmoney_reconstructed,25
SZ002122,query_growth_data,eastmoney_reconstructed,25
SZ002128,query_profit_data,eastmoney_reconstructed,27
SZ002128,query_growth_data,eastmoney_reconstructed,27
SZ002129,query_profit_data,eastmoney_reconstructed,33
SZ002129,query_growth_data,eastmoney_reconstructed,33
SZ002131,query_profit_data,eastmoney_reconstructed,10
SZ002131,query_growth_data,eastmoney_reconstructed,10
SZ002142,query_profit_data,eastmoney_reconstructed,54
SZ002142,query_growth_data,eastmoney_reconstructed,54
SZ002146,query_profit_data,eastmoney_reconstructed,54
SZ002146,query_growth_data,eastmoney_reconstructed,54
SZ002152,query_profit_data,eastmoney_reconstructed,41
SZ002152,query_growth_data,eastmoney_reconstructed,41
SZ002153,query_profit_data,eastmoney_reconstructed,29
SZ002153,query_growth_data,eastmoney_reconstructed,29
SZ002155,query_profit_data,eastmoney_reconstructed,29
SZ002155,query_growth_data,eastmoney_reconstructed,29
SZ002157,query_profit_data,eastmoney_reconstructed,7
SZ002157,query_growth_data,eastmoney_reconstructed,7
SZ002174,query_profit_data,eastmoney_reconstructed,12
SZ002174,query_growth_data,eastmoney_reconstructed,12
SZ002179,query_profit_data,eastmoney_reconstructed,13
SZ002179,query_growth_data,eastmoney_reconstructed,13
SZ002183,query_profit_data,eastmoney_reconstructed,12
SZ002183,query_growth_data,eastmoney_reconstructed,12
SZ002194,query_profit_data,eastmoney_reconstructed,8
SZ002194,query_growth_data,eastmoney_reconstructed,8
SZ002195,query_profit_data,eastmoney_reconstructed,14
SZ002195,query_growth_data,eastmoney_reconstructed,14
SZ002202,query_profit_data,eastmoney_reconstructed,54
SZ002202,query_growth_data,eastmoney_reconstructed,54
SZ002230,query_profit_data,eastmoney_reconstructed,33
SZ002230,query_growth_data,eastmoney_reconstructed,33
SZ002236,query_profit_data,eastmoney_reconstructed,36
SZ002236,query_growth_data,eastmoney_reconstructed,36
SZ002241,query_profit_data,eastmoney_reconstructed,39
SZ002241,query_growth_data,eastmoney_reconstructed,39
SZ002242,query_profit_data,eastmoney_reconstructed,14
SZ002242,query_growth_data,eastmoney_reconstructed,14
SZ002244,query_profit_data,eastmoney_reconstructed,17
SZ002244,query_growth_data,eastmoney_reconstructed,17
SZ002252,query_profit_data,eastmoney_reconstructed,31
SZ002252,query_growth_data,eastmoney_reconstructed,31
SZ002269,query_profit_data,eastmoney_reconstructed,27
SZ002269,query_growth_data,eastmoney_reconstructed,27
SZ002271,query_profit_data,eastmoney_reconstructed,13
SZ002271,query_growth_data,eastmoney_reconstructed,13
SZ002275,query_profit_data,eastmoney_reconstructed,8
SZ002275,query_growth_data,eastmoney_reconstructed,8
SZ002292,query_profit_data,eastmoney_reconstructed,22
SZ002292,query_growth_data,eastmoney_reconstructed,22
SZ002294,query_profit_data,eastmoney_reconstructed,43
SZ002294,query_growth_data,eastmoney_reconstructed,43
SZ002299,query_profit_data,eastmoney_reconstructed,29
SZ002299,query_growth_data,eastmoney_reconstructed,29
SZ002304,query_profit_data,eastmoney_reconstructed,46
SZ002304,query_growth_data,eastmoney_reconstructed,46
SZ002310,query_profit_data,eastmoney_reconstructed,40
SZ002310,query_growth_data,eastmoney_reconstructed,40
SZ002311,query_profit_data,eastmoney_reconstructed,13
SZ002311,query_growth_data,eastmoney_reconstructed,13
SZ002344,query_profit_data,eastmoney_reconstructed,21
SZ002344,query_growth_data,eastmoney_reconstructed,21
SZ002352,query_profit_data,eastmoney_reconstructed,19
SZ002352,query_growth_data,eastmoney_reconstructed,19
SZ002353,query_profit_data,eastmoney_reconstructed,22
SZ002353,query_growth_data,eastmoney_reconstructed,22
SZ002371,query_profit_data,eastmoney_reconstructed,7
SZ002371,query_growth_data,eastmoney_reconstructed,7
SZ002375,query_profit_data,eastmoney_reconstructed,19
SZ002375,query_growth_data,eastmoney_reconstructed,19
SZ002378,query_profit_data,eastmoney_reconstructed,13
SZ002378,query_growth_data,eastmoney_reconstructed,13
SZ002385,query_profit_data,eastmoney_reconstructed,37
SZ002385,query_growth_data,eastmoney_reconstructed,37
SZ002399,query_profit_data,eastmoney_reconstructed,29
SZ002399,query_growth_data,eastmoney_reconstructed,29
SZ002400,query_profit_data,eastmoney_reconstructed,10
SZ002400,query_growth_data,eastmoney_reconstructed,10
SZ002405,query_profit_data,eastmoney_reconstructed,15
SZ002405,query_growth_data,eastmoney_reconstructed,15
SZ002410,query_profit_data,eastmoney_reconstructed,31
SZ002410,query_growth_data,eastmoney_reconstructed,31
SZ002411,query_profit_data,eastmoney_reconstructed,18
SZ002411,query_growth_data,eastmoney_reconstructed,18
SZ002415,query_profit_data,eastmoney_reconstructed,44
SZ002415,query_growth_data,eastmoney_reconstructed,44
SZ002416,query_profit_data,eastmoney_reconstructed,10
SZ002416,query_growth_data,eastmoney_reconstructed,10
SZ002422,query_profit_data,eastmoney_reconstructed,44
SZ002422,query_growth_data,eastmoney_reconstructed,44
SZ002424,query_profit_data,eastmoney_reconstructed,14
SZ002424,query_growth_data,eastmoney_reconstructed,14
SZ002426,query_profit_data,eastmoney_reconstructed,12
SZ002426,query_growth_data,eastmoney_reconstructed,12
SZ002429,query_profit_data,eastmoney_reconstructed,10
SZ002429,query_growth_data,eastmoney_reconstructed,10
SZ002431,query_profit_data,eastmoney_reconstructed,15
SZ002431,query_growth_data,eastmoney_reconstructed,15
SZ002450,query_profit_data,eastmoney_reconstructed,30
SZ002450,query_growth_data,eastmoney_reconstructed,30
SZ002456,query_profit_data,eastmoney_reconstructed,33
SZ002456,query_growth_data,eastmoney_reconstructed,33
SZ002460,query_profit_data,eastmoney_reconstructed,17
SZ002460,query_growth_data,eastmoney_reconstructed,17
SZ002463,query_profit_data,eastmoney_reconstructed,7
SZ002463,query_growth_data,eastmoney_reconstructed,7
SZ002465,query_profit_data,eastmoney_reconstructed,22
SZ002465,query_growth_data,eastmoney_reconstructed,22
SZ002466,query_profit_data,eastmoney_reconstructed,21
SZ002466,query_growth_data,eastmoney_reconstructed,21
SZ002468,query_profit_data,eastmoney_reconstructed,17
SZ002468,query_growth_data,eastmoney_reconstructed,17
SZ002470,query_profit_data,eastmoney_reconstructed,24
SZ002470,query_growth_data,eastmoney_reconstructed,24
SZ002475,query_profit_data,eastmoney_reconstructed,31
SZ002475,query_growth_data,eastmoney_reconstructed,31
SZ002493,query_profit_data,eastmoney_reconstructed,43
SZ002493,query_growth_data,eastmoney_reconstructed,43
SZ002498,query_profit_data,eastmoney_reconstructed,10
SZ002498,query_growth_data,eastmoney_reconstructed,10
SZ002500,query_profit_data,eastmoney_reconstructed,36
SZ002500,query_growth_data,eastmoney_reconstructed,36
SZ002508,query_profit_data,eastmoney_reconstructed,19
SZ002508,query_growth_data,eastmoney_reconstructed,19
SZ002555,query_profit_data,eastmoney_reconstructed,19
SZ002555,query_growth_data,eastmoney_reconstructed,19
SZ002558,query_profit_data,eastmoney_reconstructed,19
SZ002558,query_growth_data,eastmoney_reconstructed,19
SZ002568,query_profit_data,eastmoney_reconstructed,10
SZ002568,query_growth_data,eastmoney_reconstructed,10
SZ002570,query_profit_data,eastmoney_reconstructed,20
SZ002570,query_growth_data,eastmoney_reconstructed,20
SZ002572,query_profit_data,eastmoney_reconstructed,12
SZ002572,query_growth_data,eastmoney_reconstructed,12
SZ002594,query_profit_data,eastmoney_reconstructed,40
SZ002594,query_growth_data,eastmoney_reconstructed,40
SZ002601,query_profit_data,eastmoney_reconstructed,17
SZ002601,query_growth_data,eastmoney_reconstructed,17
SZ002602,query_profit_data,eastmoney_reconstructed,19
SZ002602,query_growth_data,eastmoney_reconstructed,19
SZ002603,query_profit_data,eastmoney_reconstructed,19
SZ002603,query_growth_data,eastmoney_reconstructed,19
SZ002607,query_profit_data,eastmoney_reconstructed,9
SZ002607,query_growth_data,eastmoney_reconstructed,9
SZ002608,query_profit_data,eastmoney_reconstructed,10
SZ002608,query_growth_data,eastmoney_reconstructed,10
SZ002624,query_profit_data,eastmoney_reconstructed,17
SZ002624,query_growth_data,eastmoney_reconstructed,17
SZ002625,query_profit_data,eastmoney_reconstructed,12
SZ002625,query_growth_data,eastmoney_reconstructed,12
SZ002653,query_profit_data,eastmoney_reconstructed,14
SZ002653,query_growth_data,eastmoney_reconstructed,14
SZ002673,query_profit_data,eastmoney_reconstructed,36
SZ002673,query_growth_data,eastmoney_reconstructed,36
SZ002714,query_profit_data,eastmoney_reconstructed,21
SZ002714,query_growth_data,eastmoney_reconstructed,21
SZ002736,query_profit_data,eastmoney_reconstructed,27
SZ002736,query_growth_data,eastmoney_reconstructed,27
SZ002739,query_profit_data,eastmoney_reconstructed,25
SZ002739,query_growth_data,eastmoney_reconstructed,25
SZ002773,query_profit_data,eastmoney_reconstructed,13
SZ002773,query_growth_data,eastmoney_reconstructed,13
SZ002797,query_profit_data,eastmoney_reconstructed,16
SZ002797,query_growth_data,eastmoney_reconstructed,16
SZ002831,query_profit_data,eastmoney_reconstructed,10
SZ002831,query_growth_data,eastmoney_reconstructed,10
SZ002839,query_profit_data,eastmoney_reconstructed,10
SZ002839,query_growth_data,eastmoney_reconstructed,10
SZ002841,query_profit_data,eastmoney_reconstructed,19
SZ002841,query_growth_data,eastmoney_reconstructed,19
SZ002916,query_profit_data,eastmoney_reconstructed,9
SZ002916,query_growth_data,eastmoney_reconstructed,9
SZ002925,query_profit_data,eastmoney_reconstructed,12
SZ002925,query_growth_data,eastmoney_reconstructed,12
SZ002938,query_profit_data,eastmoney_reconstructed,11
SZ002938,query_growth_data,eastmoney_reconstructed,11
SZ002939,query_profit_data,eastmoney_reconstructed,11
SZ002939,query_growth_data,eastmoney_reconstructed,11
SZ002945,query_profit_data,eastmoney_reconstructed,11
SZ002945,query_growth_data,eastmoney_reconstructed,11
SZ002958,query_profit_data,eastmoney_reconstructed,9
SZ002958,query_growth_data,eastmoney_reconstructed,9
SZ003816,query_profit_data,eastmoney_reconstructed,7
SZ003816,query_growth_data,eastmoney_reconstructed,7
SZ300002,query_profit_data,eastmoney_reconstructed,14
SZ300002,query_growth_data,eastmoney_reconstructed,14
SZ300003,query_profit_data,eastmoney_reconstructed,27
SZ300003,query_growth_data,eastmoney_reconstructed,27
SZ300014,query_profit_data,eastmoney_reconstructed,7
SZ300014,query_growth_data,eastmoney_reconstructed,7
SZ300015,query_profit_data,eastmoney_reconstructed,29
SZ300015,query_growth_data,eastmoney_reconstructed,29
SZ300017,query_profit_data,eastmoney_reconstructed,28
SZ300017,query_growth_data,eastmoney_reconstructed,28
SZ300024,query_profit_data,eastmoney_reconstructed,28
SZ300024,query_growth_data,eastmoney_reconstructed,28
SZ300027,query_profit_data,eastmoney_reconstructed,22
SZ300027,query_growth_data,eastmoney_reconstructed,22
SZ300033,query_profit_data,eastmoney_reconstructed,21
SZ300033,query_growth_data,eastmoney_reconstructed,21
SZ300058,query_profit_data,eastmoney_reconstructed,16
SZ300058,query_growth_data,eastmoney_reconstructed,16
SZ300059,query_profit_data,eastmoney_reconstructed,27
SZ300059,query_growth_data,eastmoney_reconstructed,27
SZ300070,query_profit_data,eastmoney_reconstructed,28
SZ300070,query_growth_data,eastmoney_reconstructed,28
SZ300072,query_profit_data,eastmoney_reconstructed,18
SZ300072,query_growth_data,eastmoney_reconstructed,18
SZ300085,query_profit_data,eastmoney_reconstructed,10
SZ300085,query_growth_data,eastmoney_reconstructed,10
SZ300104,query_profit_data,eastmoney_reconstructed,16
SZ300104,query_growth_data,eastmoney_reconstructed,16
SZ300122,query_profit_data,eastmoney_reconstructed,17
SZ300122,query_growth_data,eastmoney_reconstructed,17
SZ300124,query_profit_data,eastmoney_reconstructed,29
SZ300124,query_growth_data,eastmoney_reconstructed,29
SZ300133,query_profit_data,eastmoney_reconstructed,18
SZ300133,query_growth_data,eastmoney_reconstructed,18
SZ300136,query_profit_data,eastmoney_reconstructed,17
SZ300136,query_growth_data,eastmoney_reconstructed,17
SZ300142,query_profit_data,eastmoney_reconstructed,13
SZ300142,query_growth_data,eastmoney_reconstructed,13
SZ300144,query_profit_data,eastmoney_reconstructed,25
SZ300144,query_growth_data,eastmoney_reconstructed,25
SZ300146,query_profit_data,eastmoney_reconstructed,16
SZ300146,query_growth_data,eastmoney_reconstructed,16
SZ300168,query_profit_data,eastmoney_reconstructed,12
SZ300168,query_growth_data,eastmoney_reconstructed,12
SZ300182,query_profit_data,eastmoney_reconstructed,8
SZ300182,query_growth_data,eastmoney_reconstructed,8
SZ300251,query_profit_data,eastmoney_reconstructed,26
SZ300251,query_growth_data,eastmoney_reconstructed,26
SZ300296,query_profit_data,eastmoney_reconstructed,10
SZ300296,query_growth_data,eastmoney_reconstructed,10
SZ300315,query_profit_data,eastmoney_reconstructed,16
SZ300315,query_growth_data,eastmoney_reconstructed,16
SZ300347,query_profit_data,eastmoney_reconstructed,9
SZ300347,query_growth_data,eastmoney_reconstructed,9
SZ300408,query_profit_data,eastmoney_reconstructed,15
SZ300408,query_growth_data,eastmoney_reconstructed,15
SZ300413,query_profit_data,eastmoney_reconstructed,11
SZ300413,query_growth_data,eastmoney_reconstructed,11
SZ300433,query_profit_data,eastmoney_reconstructed,15
SZ300433,query_growth_data,eastmoney_reconstructed,15
SZ300498,query_profit_data,eastmoney_reconstructed,11
SZ300498,query_growth_data,eastmoney_reconstructed,11
SZ300601,query_profit_data,eastmoney_reconstructed,7
SZ300601,query_growth_data,eastmoney_reconstructed,7
SZ300628,query_profit_data,eastmoney_reconstructed,7
SZ300628,query_growth_data,eastmoney_reconstructed,7
