symbol,method,requests,empty_requests,returned_rows,accepted_rows,quarantined_rows,eligible_days,roeAvg_days,npMargin_days,YOYNI_days,YOYAsset_days,YOYEquity_days
SZ300059,query_profit_data,13,0,13,13,0,380,380.0,380.0,,,
SZ300059,query_growth_data,13,0,13,13,0,380,,,380.0,380.0,380.0
SZ300070,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SZ300070,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SZ300072,query_profit_data,13,0,13,13,0,15,15.0,15.0,,,
SZ300072,query_growth_data,13,0,13,13,0,15,,,15.0,15.0,15.0
SZ300085,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SZ300085,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SZ300104,query_profit_data,13,0,13,13,0,380,380.0,380.0,,,
SZ300104,query_growth_data,13,0,13,13,0,380,,,380.0,380.0,380.0
SZ300124,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SZ300124,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SZ300133,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SZ300133,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SZ300144,query_profit_data,13,0,13,13,0,258,258.0,258.0,,,
SZ300144,query_growth_data,13,0,13,13,0,258,,,258.0,258.0,258.0
SZ300146,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SZ300146,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SZ300168,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SZ300168,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SZ300182,query_profit_data,13,0,13,13,0,15,15.0,15.0,,,
SZ300182,query_growth_data,13,0,13,13,0,15,,,15.0,15.0,15.0
SZ300251,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SZ300251,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SZ300315,query_profit_data,13,0,13,13,0,258,258.0,258.0,,,
SZ300315,query_growth_data,13,0,13,13,0,258,,,258.0,258.0,258.0
