feature,family,split,coverage,days,pairs,ic,ic_std,icir,positive_ic_ratio,rank_ic,rank_ic_std,rank_icir,positive_rank_ic_ratio
CNTP60,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.01707476621960949,0.08328147686066954,0.20502477697622587,0.5168067226890757,0.0022527292870713985,0.09017646191660449,0.024981344789893514,0.4789915966386555
CNTN5,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.014789327334733263,0.11239912816250852,0.131578665924798,0.592436974789916,0.021891723376818044,0.11616414648563464,0.1884550787753196,0.5714285714285714
CNTN10,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.01495705063102772,0.12382152854998162,0.12079523493356148,0.5672268907563025,0.021397682986575958,0.13156423651728208,0.16264057431568943,0.5840336134453782
CNTN20,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.02065592300921951,0.10997663486869046,0.187821013380544,0.6218487394957983,0.02496435707697389,0.11508590474743352,0.2169193276253981,0.5798319327731093
CNTN30,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.01018443637655698,0.10729539576985885,0.0949196030592206,0.5294117647058824,0.009863800833122098,0.11670828178707733,0.08451671708369096,0.5168067226890757
CNTN60,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.0005359692041312062,0.0960307222633036,0.005581226418995883,0.5210084033613446,-0.006271429330942588,0.09938577911989085,-0.06310187822120154,0.5
CNTD5,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.0130291622311541,0.11374395044634322,-0.11454817755165261,0.42016806722689076,-0.021687333660321027,0.1163139619733396,-0.18645511933719527,0.40756302521008403
CNTD10,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.0082155089008044,0.12209658626542443,-0.06728696642627498,0.46638655462184875,-0.01871535927485765,0.1286549159107716,-0.14546944547255122,0.4369747899159664
CNTD20,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.012141005944759954,0.10686365762882606,-0.11361211298727776,0.42016806722689076,-0.022734525475881638,0.11166363837960987,-0.20359828683526968,0.40336134453781514
CNTD30,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.0021188015856062788,0.10851246450247685,-0.01952588207558327,0.48739495798319327,-0.011724883093942358,0.1134686486052305,-0.10333147735578022,0.4579831932773109
CNTD60,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.012833663724045001,0.09662270456701197,0.13282244356081244,0.542016806722689,0.004759482732353224,0.09513259042715853,0.05002999194053779,0.5210084033613446
SUMP5,trend_reversal,diagnostic,0.9545628415300547,238,66080,-0.031964323770351175,0.15129850497924963,-0.21126662008150732,0.42436974789915966,-0.03774691543513652,0.1540268346559499,-0.24506713729105642,0.42436974789915966
SUMP10,trend_reversal,diagnostic,0.955068306010929,238,66112,-0.03424061058754522,0.17396154060147068,-0.19682862355184125,0.41596638655462187,-0.04811440375031868,0.17874110096947965,-0.2691848908244909,0.3697478991596639
SUMP20,trend_reversal,diagnostic,0.9553825136612022,238,66134,-0.03500434220862814,0.16801482320496292,-0.20834079720410148,0.42436974789915966,-0.04925195209016445,0.17064594662070234,-0.28862069721256023,0.35714285714285715
SUMP30,trend_reversal,diagnostic,0.9555191256830601,238,66143,-0.03177484652915624,0.16333070415680273,-0.19454300826776189,0.4117647058823529,-0.044354147096362026,0.16686658030879464,-0.26580605304119337,0.36554621848739494
SUMP60,trend_reversal,diagnostic,0.9556010928961749,238,66149,-0.012209162969459814,0.1514241339544438,-0.0806289106671263,0.48739495798319327,-0.022350923658298598,0.15256682123002901,-0.1464992419590333,0.42857142857142855
SUMN5,trend_reversal,diagnostic,0.9545628415300547,238,66080,0.031979287944369945,0.15130140200000466,0.2113614779615126,0.5756302521008403,0.03775465990784473,0.15402455241403454,0.2451210493139831,0.5756302521008403
SUMN10,trend_reversal,diagnostic,0.955068306010929,238,66112,0.03424061030802172,0.17396154082288054,0.1968286216945152,0.5840336134453782,0.04811598297489021,0.17874126498173873,0.26919347907606017,0.6302521008403361
SUMN20,trend_reversal,diagnostic,0.9553825136612022,238,66134,0.035004340698364486,0.16801482379932844,0.20834078747820822,0.5756302521008403,0.049252171555516075,0.1706473019946489,0.28861969090528317,0.6428571428571429
SUMN30,trend_reversal,diagnostic,0.9555191256830601,238,66143,0.03177484607157422,0.1633307044357564,0.19454300513393283,0.5882352941176471,0.04435388257665829,0.16686787756166477,0.265802401425449,0.634453781512605
SUMN60,trend_reversal,diagnostic,0.9556010928961749,238,66149,0.012209161863592192,0.15142413399881366,0.08062890334038725,0.5126050420168067,0.022352043079952515,0.15256590360886502,0.1465074603907352,0.5714285714285714
SUMD5,trend_reversal,diagnostic,0.9545628415300547,238,66080,-0.031974683820679736,0.15130047328191387,-0.21133234501588252,0.42436974789915966,-0.037754636744219895,0.15402332083738868,-0.24512285892134247,0.42436974789915966
SUMD10,trend_reversal,diagnostic,0.955068306010929,238,66112,-0.03424061030497929,0.1739615406103223,-0.19682862191752495,0.41596638655462187,-0.04811769433931942,0.17873913234276842,-0.269206265626511,0.3697478991596639
SUMD20,trend_reversal,diagnostic,0.9553825136612022,238,66134,-0.03500434105566469,0.16801482334288761,-0.20834079017080065,0.42436974789915966,-0.04925112352494626,0.17064722027198698,-0.2886136876208537,0.35714285714285715
SUMD30,trend_reversal,diagnostic,0.9555191256830601,238,66143,-0.03177484628335907,0.16333070478819325,-0.19454300601080848,0.4117647058823529,-0.04435325707453229,0.1668676053439723,-0.2657990865459163,0.36554621848739494
SUMD60,trend_reversal,diagnostic,0.9556010928961749,238,66149,-0.01220916193577138,0.1514241338000881,-0.08062890392287175,0.48739495798319327,-0.02235142978408964,0.15256522243428988,-0.14650409462560474,0.42857142857142855
VMA5,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.010317541029823617,0.11300357082955688,0.09130278763832649,0.5336134453781513,0.013140570735844494,0.12727459612060013,0.10324582545438238,0.5630252100840336
VMA10,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.013704662064566763,0.11421641119517136,0.11998855436937547,0.5714285714285714,0.01695438028557609,0.12253160223739683,0.13836740870104763,0.5714285714285714
VMA20,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.012822481171860594,0.12230853212680469,0.1048371765149364,0.542016806722689,0.022317517256225692,0.12849044885262684,0.17369008712719924,0.5798319327731093
VMA30,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.014949332225255487,0.12502755126958387,0.11956830373348512,0.5294117647058824,0.026480371185195396,0.13046195694981158,0.20297389219282014,0.5966386554621849
VMA60,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.018084643401063836,0.129337565059553,0.13982514200523902,0.5630252100840336,0.035390466488420445,0.13636695824819486,0.259523765456497,0.6134453781512605
VSTD5,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.0014946932721339888,0.10219992906065611,-0.014625188939680003,0.4495798319327731,0.0013275926684097631,0.11863988145001737,0.011190104475694997,0.47478991596638653
VSTD10,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.018982577573177922,0.09744050766515717,-0.1948119732545864,0.453781512605042,-0.017257488942674645,0.11652847816790209,-0.1480967503738347,0.46638655462184875
VSTD20,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.017791778276393888,0.10435235696247849,-0.17049713867786617,0.4789915966386555,-0.009229268052578668,0.12216577274677752,-0.07554708528475391,0.49159663865546216
VSTD30,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.010752892394697584,0.10718131030116025,-0.10032432300448545,0.48739495798319327,-0.0029229617743364027,0.12385313286991965,-0.023600224771111185,0.5336134453781513
VSTD60,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.001681423155314448,0.10468308284017634,-0.016062033231114724,0.4789915966386555,0.013523973868818408,0.1207887013205786,0.11196389828652249,0.5630252100840336
WVMA5,price_volume,diagnostic,0.9530601092896175,238,65978,0.0031530611621011792,0.09767401339638693,0.03228147439079036,0.4789915966386555,0.008095550616739382,0.10411991081856817,0.07775218546667892,0.4831932773109244
WVMA10,price_volume,diagnostic,0.9541256830601093,238,66046,-0.013329190992416537,0.09722539236303301,-0.13709577990332242,0.4411764705882353,-0.011816489107847196,0.10416155425516879,-0.11344386316375293,0.42016806722689076
WVMA20,price_volume,diagnostic,0.9548087431693989,238,66095,-0.04331784670699108,0.10505300365189969,-0.4123427717547965,0.3235294117647059,-0.041044138772397355,0.11081977253382581,-0.37036837230350156,0.3487394957983193
WVMA30,price_volume,diagnostic,0.955136612021858,238,66117,-0.03973677022940302,0.11720295821593932,-0.33904238283977817,0.3235294117647059,-0.0426358095531845,0.12496040697555938,-0.34119454781804215,0.33613445378151263
WVMA60,price_volume,diagnostic,0.9553005464480875,238,66129,-0.023099705074483355,0.12585815994109753,-0.18353760364281643,0.4117647058823529,-0.02537952176626795,0.14129938709192133,-0.1796152289730562,0.42016806722689076
VSUMP5,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.01951574513297357,0.11488223263924825,-0.1698760955861353,0.42857142857142855,-0.02121776243399543,0.12021617505671223,-0.17649673535184351,0.40756302521008403
VSUMP10,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.033959245462501814,0.12508508500570892,-0.27148916644180165,0.36554621848739494,-0.0396728422620727,0.12752152823944768,-0.31110701706443517,0.3319327731092437
VSUMP20,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.03538187604738641,0.12846282685018737,-0.27542501527425167,0.39915966386554624,-0.04164764644832764,0.12808095931118213,-0.3251665717707627,0.38235294117647056
VSUMP30,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.034638576445091704,0.1261378182275125,-0.274608970821223,0.3949579831932773,-0.03679835930041034,0.13120662007673609,-0.2804611480647001,0.40336134453781514
VSUMP60,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.04290202047834646,0.12687482795666719,-0.3381444622963289,0.3907563025210084,-0.04434798502889598,0.13448181717569008,-0.3297693767103011,0.37815126050420167
VSUMN5,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.019515745280136203,0.1148822322104432,0.16987609750119526,0.5714285714285714,0.02121776243399543,0.12021617505671223,0.17649673535184351,0.592436974789916
VSUMN10,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.03395924703791362,0.1250850858974357,0.27148917710108716,0.634453781512605,0.0396728422620727,0.12752152823944768,0.31110701706443517,0.6680672268907563
VSUMN20,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.03538187578189275,0.1284628257481561,0.2754250155703165,0.6008403361344538,0.04164763359140906,0.1280809446982274,0.3251665084883267,0.6176470588235294
VSUMN30,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.034638572231610966,0.12613781597890034,0.27460894231278843,0.6050420168067226,0.036798436367319366,0.13120672989983587,0.2804615006822558,0.5966386554621849
VSUMN60,volume_dynamics,diagnostic,0.9559153005464481,238,66164,0.04290201419976755,0.12687483165722527,0.33814440294726783,0.6092436974789915,0.04434824571452467,0.1344816744593847,0.32977166511946165,0.6218487394957983
VSUMD5,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.01951574495145107,0.1148822322431002,-0.1698760945918439,0.42857142857142855,-0.02121776243399543,0.12021617505671223,-0.17649673535184351,0.40756302521008403
VSUMD10,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.03395924679358816,0.12508508539109692,-0.271489176246789,0.36554621848739494,-0.0396728422620727,0.12752152823944768,-0.31110701706443517,0.3319327731092437
VSUMD20,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.035381877233503,0.12846282556517746,-0.27542502726247053,0.39915966386554624,-0.04164792733627267,0.12808103133036053,-0.3251685819803387,0.38235294117647056
VSUMD30,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.03463857437066537,0.1261378159108415,-0.2746089594190302,0.3949579831932773,-0.03679830060057201,0.1312067263434268,-0.28046047352979725,0.40336134453781514
VSUMD60,volume_dynamics,diagnostic,0.9559153005464481,238,66164,-0.042902018390483805,0.12687482945673392,-0.33814444184229614,0.3907563025210084,-0.04434801435058176,0.1344819085137531,-0.3297693707703918,0.37815126050420167
