candidate,family,coverage_2015,coverage_2016,rank_ic,q,status
ROE,Quality,0.7426775956284153,0.7635928961748634,0.006877045439533645,0.39730134932533734,IC_SCREEN_REJECT
EARNINGS_GROWTH,Growth,0.7426775956284153,0.7635928961748634,-0.0014681023424683787,0.5967016491754122,IC_SCREEN_REJECT
LOW_ASSET_GROWTH,Investment,0.7347404371584699,0.7538387978142076,0.0051242124869224715,0.39730134932533734,IC_SCREEN_REJECT
